"id","name","category","categoryLabel","address","street","ward","source","verificationMethod","coordinates.lat","coordinates.lng","notes"
"poi-lc-1052","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 314 Âu Cơ)","living_service","Tiện ích dân sinh","Số 314 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1053","Cửa hàng điện nước dân dụng (Số 318 Âu Cơ)","living_service","Tiện ích dân sinh","Số 318 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1054","Quán chè & Nước ép trái cây tươi (Số 322 Âu Cơ)","food","Ẩm thực & Đời sống","Số 322 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1055","Cửa hàng bán đồ ăn nhanh (Số 326 Âu Cơ)","food","Ẩm thực & Đời sống","Số 326 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1056","Cửa hàng vật liệu xây dựng dân dụng (Số 330 Âu Cơ)","living_service","Tiện ích dân sinh","Số 330 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1057","Tiệm may đo quần áo bảo hộ lao động (Số 334 Âu Cơ)","living_service","Tiện ích dân sinh","Số 334 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1058","Quán cháo lươn & Súp dinh dưỡng (Số 338 Âu Cơ)","food","Ẩm thực & Đời sống","Số 338 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1059","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 342 Âu Cơ)","living_service","Tiện ích dân sinh","Số 342 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1060","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 346 Âu Cơ)","living_service","Tiện ích dân sinh","Số 346 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1061","Cửa hàng điện nước dân dụng (Số 350 Âu Cơ)","living_service","Tiện ích dân sinh","Số 350 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1062","Quán chè & Nước ép trái cây tươi (Số 354 Âu Cơ)","food","Ẩm thực & Đời sống","Số 354 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1063","Cửa hàng bán đồ ăn nhanh (Số 358 Âu Cơ)","food","Ẩm thực & Đời sống","Số 358 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1064","Cửa hàng vật liệu xây dựng dân dụng (Số 362 Âu Cơ)","living_service","Tiện ích dân sinh","Số 362 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1065","Tiệm may đo quần áo bảo hộ lao động (Số 366 Âu Cơ)","living_service","Tiện ích dân sinh","Số 366 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1066","Quán cháo lươn & Súp dinh dưỡng (Số 370 Âu Cơ)","food","Ẩm thực & Đời sống","Số 370 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1067","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 374 Âu Cơ)","living_service","Tiện ích dân sinh","Số 374 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1068","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 378 Âu Cơ)","living_service","Tiện ích dân sinh","Số 378 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1069","Cửa hàng điện nước dân dụng (Số 382 Âu Cơ)","living_service","Tiện ích dân sinh","Số 382 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1070","Quán chè & Nước ép trái cây tươi (Số 386 Âu Cơ)","food","Ẩm thực & Đời sống","Số 386 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1071","Cửa hàng bán đồ ăn nhanh (Số 390 Âu Cơ)","food","Ẩm thực & Đời sống","Số 390 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1072","Cửa hàng vật liệu xây dựng dân dụng (Số 394 Âu Cơ)","living_service","Tiện ích dân sinh","Số 394 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1073","Tiệm may đo quần áo bảo hộ lao động (Số 398 Âu Cơ)","living_service","Tiện ích dân sinh","Số 398 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1074","Quán cháo lươn & Súp dinh dưỡng (Số 402 Âu Cơ)","food","Ẩm thực & Đời sống","Số 402 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1075","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 406 Âu Cơ)","living_service","Tiện ích dân sinh","Số 406 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1076","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 410 Âu Cơ)","living_service","Tiện ích dân sinh","Số 410 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1077","Cửa hàng điện nước dân dụng (Số 414 Âu Cơ)","living_service","Tiện ích dân sinh","Số 414 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1078","Quán chè & Nước ép trái cây tươi (Số 418 Âu Cơ)","food","Ẩm thực & Đời sống","Số 418 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1079","Cửa hàng bán đồ ăn nhanh (Số 422 Âu Cơ)","food","Ẩm thực & Đời sống","Số 422 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1080","Cửa hàng vật liệu xây dựng dân dụng (Số 426 Âu Cơ)","living_service","Tiện ích dân sinh","Số 426 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1081","Tiệm may đo quần áo bảo hộ lao động (Số 430 Âu Cơ)","living_service","Tiện ích dân sinh","Số 430 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1082","Quán cháo lươn & Súp dinh dưỡng (Số 434 Âu Cơ)","food","Ẩm thực & Đời sống","Số 434 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1083","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 438 Âu Cơ)","living_service","Tiện ích dân sinh","Số 438 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1084","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 442 Âu Cơ)","living_service","Tiện ích dân sinh","Số 442 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1085","Cửa hàng điện nước dân dụng (Số 446 Âu Cơ)","living_service","Tiện ích dân sinh","Số 446 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1086","Quán chè & Nước ép trái cây tươi (Số 450 Âu Cơ)","food","Ẩm thực & Đời sống","Số 450 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1087","Cửa hàng bán đồ ăn nhanh (Số 454 Âu Cơ)","food","Ẩm thực & Đời sống","Số 454 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1088","Cửa hàng vật liệu xây dựng dân dụng (Số 458 Âu Cơ)","living_service","Tiện ích dân sinh","Số 458 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1089","Tiệm may đo quần áo bảo hộ lao động (Số 462 Âu Cơ)","living_service","Tiện ích dân sinh","Số 462 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1090","Quán cháo lươn & Súp dinh dưỡng (Số 466 Âu Cơ)","food","Ẩm thực & Đời sống","Số 466 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1091","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 470 Âu Cơ)","living_service","Tiện ích dân sinh","Số 470 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1092","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 474 Âu Cơ)","living_service","Tiện ích dân sinh","Số 474 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1093","Cửa hàng điện nước dân dụng (Số 478 Âu Cơ)","living_service","Tiện ích dân sinh","Số 478 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1094","Quán chè & Nước ép trái cây tươi (Số 482 Âu Cơ)","food","Ẩm thực & Đời sống","Số 482 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1095","Cửa hàng bán đồ ăn nhanh (Số 486 Âu Cơ)","food","Ẩm thực & Đời sống","Số 486 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1096","Cửa hàng vật liệu xây dựng dân dụng (Số 490 Âu Cơ)","living_service","Tiện ích dân sinh","Số 490 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1097","Tiệm may đo quần áo bảo hộ lao động (Số 494 Âu Cơ)","living_service","Tiện ích dân sinh","Số 494 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1098","Quán cháo lươn & Súp dinh dưỡng (Số 498 Âu Cơ)","food","Ẩm thực & Đời sống","Số 498 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1099","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 502 Âu Cơ)","living_service","Tiện ích dân sinh","Số 502 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1100","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 506 Âu Cơ)","living_service","Tiện ích dân sinh","Số 506 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1101","Cửa hàng điện nước dân dụng (Số 510 Âu Cơ)","living_service","Tiện ích dân sinh","Số 510 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1102","Quán chè & Nước ép trái cây tươi (Số 514 Âu Cơ)","food","Ẩm thực & Đời sống","Số 514 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1103","Cửa hàng bán đồ ăn nhanh (Số 518 Âu Cơ)","food","Ẩm thực & Đời sống","Số 518 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1104","Cửa hàng vật liệu xây dựng dân dụng (Số 522 Âu Cơ)","living_service","Tiện ích dân sinh","Số 522 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1105","Tiệm may đo quần áo bảo hộ lao động (Số 526 Âu Cơ)","living_service","Tiện ích dân sinh","Số 526 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1106","Quán cháo lươn & Súp dinh dưỡng (Số 530 Âu Cơ)","food","Ẩm thực & Đời sống","Số 530 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1107","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 534 Âu Cơ)","living_service","Tiện ích dân sinh","Số 534 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1108","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 538 Âu Cơ)","living_service","Tiện ích dân sinh","Số 538 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1109","Cửa hàng điện nước dân dụng (Số 542 Âu Cơ)","living_service","Tiện ích dân sinh","Số 542 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bóng đèn, dây điện, van vòi nước sửa chữa nhà"
"poi-lc-1110","Quán chè & Nước ép trái cây tươi (Số 546 Âu Cơ)","food","Ẩm thực & Đời sống","Số 546 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Giải khát thanh mát mùa hè"
"poi-lc-1111","Cửa hàng bán đồ ăn nhanh (Số 550 Âu Cơ)","food","Ẩm thực & Đời sống","Số 550 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bánh mì, xôi mặn buổi sáng"
"poi-lc-1112","Cửa hàng vật liệu xây dựng dân dụng (Số 554 Âu Cơ)","living_service","Tiện ích dân sinh","Số 554 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Sơn, xi măng, gạch ốp lát gia đình"
"poi-lc-1113","Tiệm may đo quần áo bảo hộ lao động (Số 558 Âu Cơ)","living_service","Tiện ích dân sinh","Số 558 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trang phục công nhân nhà máy"
"poi-lc-1114","Quán cháo lươn & Súp dinh dưỡng (Số 562 Âu Cơ)","food","Ẩm thực & Đời sống","Số 562 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Thích hợp cho trẻ nhỏ và người lớn tuổi"
"poi-lc-1115","Điểm thu gom giấy vụn & Phế liệu tái chế (Số 566 Âu Cơ)","living_service","Tiện ích dân sinh","Số 566 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Góp phần giảm rác thải nhựa tại nguồn"
"poi-lc-1116","Tiệm cắt tóc nam & Tạo kiểu tóc sinh viên (Số 570 Âu Cơ)","living_service","Tiện ích dân sinh","Số 570 đường Âu Cơ, phường Liên Chiểu, TP. Đà Nẵng","Âu Cơ","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Cắt tóc nhanh, giá sinh viên"
"poi-lc-1117","Bãi đỗ xe máy công nhân (Số 14 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 14 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trông giữ xe theo ca làm việc an toàn"
"poi-lc-1118","Điểm cấp nước uống miễn phí thanh niên (Số 18 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 18 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Mô hình thanh niên xung kích phục vụ người đi đường"
"poi-lc-1119","Trạm bảo dưỡng xe nâng & Cơ khí (Số 22 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 22 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Dịch vụ kỹ thuật phụ trợ công nghiệp"
"poi-lc-1120","Căng tin dịch vụ ăn uống KCN (Số 26 Đường số 1 KCN Hòa Khánh)","food","Ẩm thực & Đời sống","Số 26 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bữa trưa sạch sẽ phục vụ người lao động"
"poi-lc-1121","Bãi đỗ xe máy công nhân (Số 30 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 30 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trông giữ xe theo ca làm việc an toàn"
"poi-lc-1122","Điểm cấp nước uống miễn phí thanh niên (Số 34 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 34 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Mô hình thanh niên xung kích phục vụ người đi đường"
"poi-lc-1123","Trạm bảo dưỡng xe nâng & Cơ khí (Số 38 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 38 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Dịch vụ kỹ thuật phụ trợ công nghiệp"
"poi-lc-1124","Căng tin dịch vụ ăn uống KCN (Số 42 Đường số 1 KCN Hòa Khánh)","food","Ẩm thực & Đời sống","Số 42 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bữa trưa sạch sẽ phục vụ người lao động"
"poi-lc-1125","Bãi đỗ xe máy công nhân (Số 46 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 46 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trông giữ xe theo ca làm việc an toàn"
"poi-lc-1126","Điểm cấp nước uống miễn phí thanh niên (Số 50 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 50 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Mô hình thanh niên xung kích phục vụ người đi đường"
"poi-lc-1127","Trạm bảo dưỡng xe nâng & Cơ khí (Số 54 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 54 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Dịch vụ kỹ thuật phụ trợ công nghiệp"
"poi-lc-1128","Căng tin dịch vụ ăn uống KCN (Số 58 Đường số 1 KCN Hòa Khánh)","food","Ẩm thực & Đời sống","Số 58 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Bữa trưa sạch sẽ phục vụ người lao động"
"poi-lc-1129","Bãi đỗ xe máy công nhân (Số 62 Đường số 1 KCN Hòa Khánh)","living_service","Tiện ích dân sinh","Số 62 đường Đường số 1 KCN Hòa Khánh, phường Liên Chiểu, TP. Đà Nẵng","Đường số 1 KCN Hòa Khánh","Phường Liên Chiểu","Khảo sát thực địa Đoàn phường","boundary_confirmed","","","Trông giữ xe theo ca làm việc an toàn"
